13/09/1990,15,0,0,0,13,3,0,1,19,2,0,0,1,0,1,4,2,1,0,93
07/02/2014,5,2,0,0,21,0,1,0,7,0,0,0,0,0,0,1,17,1,0,42
15/10/1997,14,1,0,1,8,4,1,1,38,2,1,0,0,0,2,7,29,0,5,110
04/07/2007,4,0,0,0,4,1,0,0,12,0,0,0,0,0,2,1,1,0,23,33
02/11/2000,2,1,0,0,3,2,0,2,7,1,1,0,0,0,1,2,6,1,1,46
04/08/2017,5,1,1,0,95,0,1,2,11,1,0,0,0,1,0,1,5,1,7,36
13/07/1990,1,0,0,1,3,3,0,2,5,0,0,0,0,1,1,5,3,0,0,13
02/03/2000,26,0,2,0,8,2,0,6,8,0,0,0,0,2,0,2,19,1,14,77
07/07/2014,24,4,1,2,25,15,1,6,25,1,0,0,0,0,1,18,6,2,0,150
26/11/2007,5,1,1,0,12,1,0,0,3,0,0,0,0,1,0,2,6,0,0,39
10/07/2003,8,0,0,0,4,0,0,0,6,0,1,0,0,1,0,3,7,0,22,26
26/06/2013,6,0,0,0,56,1,0,3,10,0,1,0,0,1,1,3,19,0,78,82
10/06/2013,8,0,1,0,33,3,1,3,16,1,0,0,0,0,5,4,24,0,37,56
29/05/1990,4,0,1,0,7,2,0,2,13,1,0,0,0,0,1,10,1,0,0,135
10/10/2013,8,0,0,1,8,0,0,0,2,0,0,0,0,1,0,0,0,1,0,18
04/07/1997,14,0,0,1,3,6,0,0,33,0,0,0,1,0,1,6,15,0,1,82
02/09/2010,4,0,0,0,21,1,0,1,2,3,0,0,1,0,5,1,28,0,45,39
02/11/1990,2,1,1,0,6,4,0,4,11,0,0,0,0,5,0,5,22,0,0,66
10/02/1993,6,2,0,0,8,0,0,0,9,0,2,0,0,1,3,1,4,0,2,58
26/02/2013,5,0,0,0,11,2,0,0,2,0,0,0,0,0,0,2,8,0,0,26
13/01/2020,1,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1,3,0,0,7
02/03/1990,2,0,0,0,8,2,0,0,10,0,0,0,0,0,0,2,5,1,0,37
02/07/1990,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/05/2007,13,1,0,0,10,2,0,0,5,0,0,0,0,0,1,2,6,1,0,38
